Data,BDIY,CRY,Cl1,DXY,ECSURPUS,EMUSTRUU,EONIA,GBP,GT10,GTDEM10Y,GTDEM2Y,GTDEM30Y,GTGBP20Y,GTGBP2Y,GTGBP30Y,GTITL10YR,GTITL2YR,GTITL30YR,GTJPY10YR,GTJPY2YR,GTJPY30YR,JPY,LF94TRUU,LF98TRUU,LG30TRUU,LMBITR,LP01TREU,LUACTRUU,LUMSTRUU,MXBR,MXCN,MXEU,MXIN,MXJP,MXRU,MXUS,US0001M,USGG2YR,USGG30YR,USGG3M,VIX,XAUBGNL,Y,Year,Period
2011-10-04,1885,293.28,75.67,79.597,-0.253,724.9351,1.463,1.5392,1.822,1.724,0.455,2.5,3.0734,0.578,3.3081,5.48,4.189,6.504,0.987,0.137,1.908,76.84,288.7015,1165.22,769.677,922.1982,203.3493,2183.4,1820.73,2514.99,44.74,75.35,619.96,451.01,633.51,1072.45,0.24,0.2513,2.8039,0.0,40.82,1621.49,1,2011,Pre-Crisis
2011-09-27,1927,311.44,84.45,77.506,-0.321,730.6898,1.055,1.5647,1.972,1.96,0.529,2.698,3.4336,0.5577,3.6603,5.577,4.227,6.421,0.997,0.121,1.882,76.57,288.1766,1213.8,798.516,925.1237,207.0649,2174.28,1815.38,2754.53,50.42,79.67,646.15,460.94,716.91,1123.29,0.23744,0.235,3.0693,0.0102,37.71,1656.55,1,2011,Pre-Crisis
2012-03-27,917,315.43,107.33,79.047,0.592,811.9746,0.359,1.5965,2.184,1.888,0.237,2.531,3.1696,0.4439,3.3708,5.108,2.594,5.841,1.011,0.112,1.947,83.14,302.5461,1340.71,893.2117,959.1632,244.166,2278.61,1846.17,3286.51,59.13,92.24,679.3,538.76,904.14,1350.33,0.24125,0.3193,3.2975,0.0813,15.59,1684.73,0,2012,Pre-Crisis
2012-03-20,884,315.53,105.61,79.593,0.644,812.6568,0.361,1.5863,2.36,2.039,0.331,2.652,3.2737,0.466,3.4596,4.891,2.29,5.623,1.031,0.108,1.955,83.64,298.602,1339.21,892.7255,952.799,244.8317,2255.08,1840.14,3284.25,58.85,92.99,681.65,536.65,900.43,1343.71,0.24175,0.3914,3.4454,0.0915,15.58,1648.0,0,2012,Pre-Crisis
2012-03-13,844,318.07,106.71,80.193,0.675,817.0372,0.362,1.5722,2.127,1.82,0.177,2.497,3.0468,0.4641,3.2363,4.885,1.988,5.611,0.972,0.105,1.94,82.69,301.6868,1340.71,891.5887,960.8447,243.0666,2275.16,1845.34,3369.83,61.24,93.16,703.83,521.3,929.47,1335.32,0.24175,0.346,3.2663,0.0813,14.8,1693.7,0,2012,Pre-Crisis
2012-03-06,787,314.45,104.7,79.866,0.688,811.3181,0.36,1.5713,1.944,1.776,0.165,2.44,3.0074,0.418,3.1944,5.055,1.857,5.789,0.988,0.11,1.945,80.67,301.3669,1332.38,885.1012,961.8113,241.0187,2294.24,1845.53,3289.08,59.52,89.43,677.75,509.49,894.42,1285.11,0.24275,0.2777,3.0736,0.0712,20.87,1667.02,0,2012,Pre-Crisis
2012-05-01,1152,307.95,106.16,78.864,0.132,822.6677,0.346,1.6219,1.944,1.662,0.076,2.358,3.0749,0.4385,3.3209,5.505,3.115,6.02,0.876,0.11,1.86,80.2,305.2682,1356.83,900.9551,970.0911,243.6559,2299.17,1857.7,2950.49,60.12,89.28,676.89,484.94,844.89,1344.09,0.23875,0.2657,3.146,0.0864,16.6,1662.98,0,2012,Pre-Crisis
2012-04-24,1116,301.29,103.55,79.225,0.099,816.2143,0.344,1.6132,1.974,1.697,0.127,2.41,3.0819,0.4196,3.3117,5.662,3.279,6.18,0.928,0.109,1.905,81.17,303.6559,1343.35,890.6661,969.4428,241.0726,2295.13,1856.23,3004.2,58.94,87.91,673.79,494.48,833.93,1311.66,0.23875,0.2662,3.1281,0.0813,18.1,1641.39,0,2012,Pre-Crisis
2012-04-17,989,302.04,104.2,79.476,0.22,813.0056,0.346,1.5932,1.999,1.749,0.144,2.412,3.0733,0.4245,3.3106,5.463,3.154,6.058,0.928,0.106,1.891,80.74,304.071,1339.49,887.2372,965.6693,240.6043,2291.7,1855.53,3062.39,58.9,89.65,682.67,493.95,841.46,1329.58,0.23975,0.2701,3.1411,0.0763,18.46,1652.0,0,2012,Pre-Crisis
2012-04-10,928,300.45,101.02,79.891,0.241,810.8494,0.352,1.5853,1.983,1.641,0.091,2.359,2.9731,0.3868,3.1952,5.673,3.521,6.296,0.95,0.106,1.925,80.75,302.6654,1333.69,884.0305,965.1598,240.6335,2292.24,1855.21,3043.67,58.07,87.32,681.44,501.43,849.33,1298.79,0.24125,0.2858,3.1281,0.0813,20.39,1656.76,1,2012,Pre-Crisis
2012-10-23,1109,299.88,86.67,79.976,0.19,892.22,0.095,1.5941,1.758,1.571,0.104,2.408,2.7198,0.2445,3.134,4.861,2.197,5.549,0.778,0.097,1.94,79.82,310.9101,1440.34,964.7041,1001.5343,267.379,2439.51,1882.49,2624.54,59.25,92.47,727.3,461.06,783.07,1348.04,0.2107,0.2865,2.9025,0.1014,18.83,1709.62,0,2012,Pre-Crisis
2012-10-16,981,306.2,92.09,79.405,-0.056,892.4798,0.092,1.6117,1.719,1.543,0.079,2.389,2.7054,0.2478,3.1529,4.926,2.088,5.585,0.756,0.097,1.916,78.91,312.1801,1440.15,964.2778,1001.1444,265.7827,2441.72,1882.56,2712.35,57.48,94.56,724.03,450.48,795.18,1387.36,0.214,0.266,2.9153,0.0862,15.22,1743.81,0,2012,Pre-Crisis
2012-10-09,875,309.12,92.39,79.951,-0.081,883.3401,0.093,1.5998,1.714,1.473,0.037,2.316,2.6331,0.1914,3.0941,5.096,2.329,5.73,0.768,0.097,1.918,78.24,313.005,1432.87,955.6304,1000.3286,264.0857,2425.79,1882.98,2671.49,56.03,93.12,733.87,446.83,798.07,1374.44,0.2175,0.2579,2.9257,0.0963,16.37,1765.85,0,2012,Pre-Crisis
2012-10-02,778,311.49,91.89,79.744,-0.238,880.8092,0.107,1.6164,1.621,1.455,0.039,2.3,2.6204,0.1927,3.0573,5.018,2.163,5.768,0.758,0.097,1.888,78.07,313.2496,1428.15,953.1653,999.9663,262.5624,2426.99,1886.67,2692.14,55.78,93.64,735.93,449.18,808.16,1378.78,0.2135,0.2343,2.816,0.0862,15.71,1778.68,0,2012,Pre-Crisis
2014-09-23,1073,277.8019,91.56,84.658,0.364,931.3825,0.007,1.6359,2.528,1.012,-0.051,1.929,2.9485,0.854,3.0807,2.398,0.358,3.67,0.537,0.065,1.671,108.94,322.5748,1652.46,1106.6066,1052.4149,325.657,2548.16,1932.36,2311.79,63.69,116.85,1001.2,818.08,633.51,1894.21,0.1545,0.5366,3.2463,0.0101,14.93,1221.4,0,2014,Pre-Crisis
2014-09-16,1150,284.392,94.88,84.074,0.424,929.9324,-0.014,1.6277,2.593,1.06,-0.06,2.014,3.0197,0.8182,3.1746,2.46,0.357,3.764,0.577,0.071,1.7,107.06,320.9614,1652.13,1107.4999,1049.7749,324.461,2535.99,1926.27,2482.93,64.64,117.22,992.67,804.29,653.41,1911.33,0.1536,0.5362,3.3604,0.0101,12.73,1237.07,0,2014,Pre-Crisis
2014-09-09,1197,285.7905,92.75,84.278,0.354,936.1265,0.0,1.6086,2.504,0.996,-0.077,1.969,2.9837,0.7795,3.1466,2.366,0.309,3.723,0.531,0.07,1.672,106.41,322.5069,1662.76,1111.9708,1051.3536,324.7389,2553.11,1931.74,2535.7,68.29,117.84,1025.79,796.32,677.9,1902.72,0.1535,0.5558,3.2338,0.0101,13.5,1249.33,0,2014,Pre-Crisis
2014-09-02,1149,289.2832,92.88,82.992,0.293,937.7669,0.101,1.6486,2.422,0.93,-0.036,1.825,2.9026,0.8535,3.0425,2.455,0.354,3.712,0.5,0.069,1.635,105.12,329.9669,1672.17,1120.7339,1053.1477,325.615,2567.01,1934.78,2698.77,66.32,117.13,1013.57,793.93,641.04,1916.18,0.1565,0.5237,3.1753,0.0152,12.25,1264.94,0,2014,Pre-Crisis
2015-08-04,1200,200.8702,45.74,97.931,-0.487,936.4651,-0.102,1.563,2.222,0.638,-0.252,1.34,2.4034,0.5703,2.5319,1.771,0.06,2.829,0.386,0.0,1.398,123.97,317.1819,1649.93,1081.4871,1078.6221,343.8173,2580.62,1983.58,1395.06,65.67,135.06,1053.32,1013.34,458.98,2004.92,0.1905,0.7322,2.8968,0.0763,13.0,1092.42,0,2015,Pre-Crisis
2015-07-28,1094,204.3911,47.98,96.772,-0.459,933.2114,-0.114,1.5599,2.251,0.689,-0.236,1.377,2.4781,0.5919,2.619,1.873,0.115,2.924,0.402,0.004,1.403,123.59,315.6633,1640.86,1078.4801,1077.7774,343.311,2573.38,1983.63,1409.77,65.99,132.41,1030.8,996.2,455.63,2004.15,0.189,0.668,2.965,0.0458,13.44,1095.32,0,2015,Pre-Crisis
2015-07-21,1113,212.0051,50.36,97.328,-0.428,938.8063,-0.122,1.5568,2.326,0.78,-0.223,1.497,2.6636,0.6363,2.8119,1.963,0.129,3.044,0.41,0.007,1.425,123.8,312.3531,1654.78,1085.3251,1074.3172,344.9601,2564.93,1979.54,1563.0,70.26,136.45,1056.72,1024.74,494.74,2029.38,0.189,0.6778,3.0617,0.0254,12.22,1107.45,0,2015,Pre-Crisis
2015-07-14,915,219.3837,53.04,96.643,-0.457,937.0755,-0.12,1.5585,2.402,0.835,-0.23,1.629,2.695,0.5979,2.849,2.063,0.199,3.234,0.454,0.005,1.459,123.36,311.0852,1663.59,1087.2205,1071.1679,342.1306,2554.98,1974.05,1642.67,69.12,135.05,1043.82,1003.86,501.53,2021.24,0.1873,0.637,3.1958,0.0051,13.37,1155.31,0,2015,Pre-Crisis
2015-12-22,474,171.9529,36.14,98.235,-0.462,919.3945,-0.237,1.482,2.237,0.601,-0.349,1.381,2.4298,0.6104,2.6001,1.635,0.033,2.656,0.27,-0.055,1.267,121.0,306.3884,1535.34,1033.8632,1103.2856,338.1798,2569.89,1996.41,1026.43,59.59,120.11,964.14,931.07,404.33,1944.05,0.4195,0.9729,2.9556,0.1882,16.6,1073.95,0,2015,Pre-Crisis
2015-12-15,484,174.2269,37.35,98.217,-0.496,919.521,-0.231,1.5056,2.267,0.64,-0.342,1.409,2.4676,0.6293,2.6199,1.682,0.087,2.719,0.291,-0.018,1.353,121.76,307.2884,1539.38,1035.4128,1100.4349,338.6665,2567.05,1995.45,1095.14,58.11,120.97,953.71,911.14,415.58,1948.05,0.3445,0.9639,2.9856,0.2441,20.95,1063.47,0,2015,Pre-Crisis
2015-12-08,551,177.3932,37.51,98.474,-0.578,927.9326,-0.138,1.5009,2.219,0.57,-0.316,1.369,2.3363,0.5859,2.4909,1.55,0.031,2.594,0.315,-0.033,1.378,122.95,309.9892,1568.39,1051.6392,1099.4672,342.9279,2586.73,1999.78,1120.52,59.9,123.18,947.86,951.81,414.27,1968.53,0.287,0.929,2.9549,0.2696,17.6,1074.31,0,2015,Pre-Crisis
2015-12-01,598,184.3933,41.85,99.795,-0.531,935.3612,-0.138,1.5074,2.144,0.467,-0.442,1.351,2.3268,0.5662,2.4709,1.408,-0.034,2.568,0.294,-0.011,1.375,122.92,311.9521,1592.25,1059.9067,1098.5241,346.0157,2602.04,2003.76,1121.27,61.17,129.59,974.61,973.4,449.74,2007.41,0.243,0.9067,2.9019,0.1983,14.67,1065.0,0,2015,Pre-Crisis
2018-10-02,1570,199.9694,75.23,95.507,0.118,1070.8803,-0.351,1.2981,3.064,0.421,-0.569,1.052,1.8578,0.7912,1.8916,3.448,1.47,3.823,0.125,-0.118,0.914,113.72,332.0381,2004.71,1302.1336,1162.9954,382.0489,2835.83,2060.59,1796.35,77.82,128.85,1292.85,1087.37,625.15,2783.88,2.26513,2.8108,3.2175,2.2073,12.05,1203.99,0,2018,Pre-Crisis
2018-09-25,1450,195.1227,72.28,94.133,0.094,1065.1633,-0.367,1.3169,3.097,0.542,-0.504,1.16,1.9539,0.8294,1.9814,2.875,0.829,3.483,0.128,-0.107,0.907,112.92,333.4949,1995.94,1301.8208,1160.1621,382.4768,2822.62,2053.74,1656.8,79.27,129.42,1303.12,1083.71,620.44,2777.6,2.21819,2.8391,3.2258,2.2047,12.42,1201.09,0,2018,Pre-Crisis
2018-09-18,1356,190.5617,69.85,94.64,0.059,1058.5716,-0.366,1.3134,3.056,0.479,-0.528,1.126,1.8819,0.8139,1.9121,2.787,0.617,3.458,0.112,-0.111,0.847,112.35,332.9154,1997.3,1294.4211,1162.1783,382.2923,2824.72,2056.76,1647.12,77.0,127.54,1333.13,1049.03,594.03,2767.04,2.16813,2.7988,3.2014,2.1612,12.79,1198.41,0,2018,Pre-Crisis
2018-09-11,1439,191.6674,69.25,95.249,0.069,1052.7914,-0.361,1.3007,2.976,0.429,-0.544,1.104,1.8226,0.789,1.8493,2.94,0.767,3.545,0.11,-0.112,0.833,111.62,332.1466,1989.31,1283.4875,1166.18,381.0576,2829.21,2061.92,1561.0,75.7,126.35,1333.93,1012.43,559.17,2752.27,2.13894,2.7438,3.1185,2.1381,13.22,1195.59,0,2018,Pre-Crisis
2018-12-04,1237,184.1379,53.25,96.965,-0.06,1060.3896,-0.349,1.2717,2.914,0.261,-0.62,0.908,1.7978,0.72,1.9187,3.153,0.652,3.786,0.068,-0.134,0.786,112.77,330.1937,1956.3,1270.7141,1172.8715,369.4257,2805.5,2073.43,2000.45,77.24,121.32,1265.13,983.84,614.29,2567.52,2.37888,2.7947,3.1727,2.4071,20.74,1240.1,0,2018,Pre-Crisis
2018-11-27,1339,179.9214,51.56,97.369,0.003,1048.4037,-0.362,1.2735,3.058,0.348,-0.585,1.015,1.8998,0.7702,1.9967,3.287,0.858,3.886,0.087,-0.144,0.807,113.78,324.1411,1942.31,1259.8142,1163.6061,370.4942,2790.81,2060.04,1952.1,74.38,120.99,1241.79,981.64,581.14,2549.36,2.33675,2.8329,3.3187,2.3893,19.02,1213.29,0,2018,Pre-Crisis
2018-11-20,1003,183.7848,53.43,96.836,0.08,1051.5561,-0.362,1.2796,3.064,0.349,-0.598,1.011,1.8812,0.7019,1.9607,3.614,1.358,4.12,0.098,-0.145,0.843,112.7,327.6306,1940.96,1263.4557,1161.6264,369.6251,2790.35,2057.81,2021.95,72.74,118.85,1240.92,971.4,593.68,2510.5,2.30025,2.8037,3.3147,2.3791,22.48,1222.07,0,2018,Pre-Crisis
2018-11-13,1064,184.5372,55.69,97.303,0.097,1057.7424,-0.361,1.2986,3.141,0.408,-0.573,1.053,1.9325,0.7939,1.9732,3.443,1.014,4.002,0.109,-0.143,0.869,113.95,328.1776,1966.07,1279.0739,1156.1329,378.3015,2799.26,2046.7,1936.23,72.65,123.25,1238.77,978.5,586.26,2586.65,2.30663,2.8911,3.3592,2.337,20.02,1201.95,0,2018,Pre-Crisis
2020-02-04,453,167.9337,49.61,97.961,0.035,1227.251,-0.454,1.3032,1.6,-0.4,-0.658,0.114,0.9847,0.4928,1.0837,0.949,-0.205,2.001,-0.053,-0.156,0.389,109.46,360.6754,2188.97,1419.059,1293.101,414.5897,3303.67,2250.27,2241.28,83.89,140.27,1361.62,1019.87,795.09,3151.71,1.66775,1.409,2.0769,1.5462,16.05,1550.74,0,2020,Pre-Crisis
2020-01-28,539,173.7966,53.48,98.018,0.036,1223.677,-0.452,1.2999,1.657,-0.342,-0.629,0.17,0.9658,0.4384,1.0602,1.03,-0.155,2.067,-0.044,-0.135,0.373,109.13,360.632,2185.49,1415.03,1292.356,413.9862,3299.44,2249.69,2275.27,85.25,140.21,1378.65,1024.34,813.13,3125.83,1.64925,1.4625,2.1118,1.5462,16.28,1569.94,0,2020,Pre-Crisis
2020-01-21,689,181.5638,58.34,97.531,0.012,1221.507,-0.452,1.3046,1.775,-0.25,-0.587,0.255,1.0501,0.4219,1.1511,1.369,0.003,2.429,-0.003,-0.132,0.443,109.92,359.1929,2198.08,1423.816,1286.358,415.2665,3280.73,2245.23,2289.23,86.96,142.16,1385.96,1048.26,851.54,3166.3,1.65338,1.5304,2.2358,1.533,12.85,1557.15,0,2020,Pre-Crisis
2020-01-14,763,183.6407,58.23,97.372,-0.086,1216.952,-0.453,1.3022,1.812,-0.172,-0.588,0.344,1.141,0.489,1.2261,1.393,-0.033,2.461,0.01,-0.128,0.453,110.1,357.6813,2195.73,1421.202,1282.458,414.0669,3258.88,2244.01,2338.03,89.41,140.9,1397.27,1052.83,836.33,3130.4,1.67625,1.57,2.27,1.5514,12.39,1543.58,0,2020,Pre-Crisis
2020-06-02,546,134.1152,36.81,97.673,0.19,1181.42,-0.455,1.2539,0.686,-0.417,-0.665,0.061,0.5614,-0.0328,0.6341,1.498,0.319,2.449,0.003,-0.163,0.515,108.69,366.4238,2100.05,1333.859,1287.985,384.6344,3344.67,2318.33,1445.6,83.64,119.69,1160.32,960.41,650.3,2955.15,0.17813,0.1623,1.4873,0.1395,26.84,1724.85,0,2020,Pre-Crisis
2020-05-26,506,131.6208,34.35,98.908,0.114,1173.067,-0.454,1.2335,0.698,-0.431,-0.653,0.009,0.5759,-0.0232,0.6387,1.548,0.438,2.471,0.001,-0.164,0.484,107.57,359.9057,2062.38,1307.064,1285.892,375.0824,3315.33,2314.8,1328.57,80.81,116.21,1066.62,925.85,622.44,2867.61,0.17375,0.1717,1.4446,0.1169,28.01,1712.42,0,2020,Pre-Crisis
2020-05-19,453,129.574,32.5,99.371,0.155,1154.09,-0.458,1.2249,0.69,-0.465,-0.683,-0.041,0.5842,-0.0295,0.6379,1.632,0.522,2.596,-0.003,-0.164,0.474,107.83,358.3148,2017.56,1279.78,1274.672,369.3344,3281.13,2314.88,1171.47,83.62,113.24,1052.76,897.38,597.95,2799.37,0.17075,0.1652,1.4089,0.1144,30.53,1742.39,0,2020,Pre-Crisis
2020-05-12,433,122.6289,25.78,99.933,0.157,1142.242,-0.456,1.2292,0.666,-0.508,-0.735,-0.066,0.5516,-0.0208,0.5902,1.887,0.699,2.767,-0.005,-0.159,0.461,107.36,355.3889,2012.66,1271.434,1264.206,370.1514,3241.21,2312.89,1122.98,81.45,113.76,1086.32,892.16,573.9,2748.57,0.19088,0.1589,1.3698,0.1195,33.04,1702.65,1,2020,Pre-Crisis
2020-08-18,1586,151.6949,42.89,92.271,0.531,1247.453,-0.464,1.3235,0.67,-0.464,-0.664,-0.029,0.6508,-0.045,0.7768,0.925,-0.151,1.876,0.034,-0.128,0.613,105.34,384.6164,2200.58,1421.95,1321.066,399.5976,3473.34,2320.48,1539.3,98.33,121.71,1342.64,980.09,643.94,3271.45,0.16138,0.1431,1.3955,0.0913,21.51,2006.91,0,2020,Pre-Crisis
2020-08-11,1510,146.8604,41.61,93.628,0.515,1255.837,-0.468,1.309,0.642,-0.479,-0.686,-0.047,0.6043,-0.0011,0.7335,0.941,-0.084,1.885,0.027,-0.121,0.568,106.54,384.8127,2213.3,1424.007,1326.294,399.2143,3503.3,2319.32,1562.15,95.54,122.88,1332.52,964.79,637.03,3206.47,0.16825,0.1489,1.329,0.0989,24.03,1942.06,0,2020,Pre-Crisis
2020-08-04,1463,147.9156,41.7,93.382,0.579,1247.166,-0.465,1.3065,0.508,-0.553,-0.713,-0.143,0.4892,-0.0743,0.5981,0.946,-0.082,1.894,0.012,-0.136,0.549,105.75,387.0908,2202.84,1413.093,1321.774,396.3083,3522.62,2320.86,1574.06,98.11,120.49,1309.58,946.7,612.93,3189.37,0.157,0.1073,1.1857,0.0864,23.76,1999.67,0,2020,Pre-Crisis
2020-07-28,1264,143.4783,41.04,93.696,0.532,1235.393,-0.466,1.2948,0.58,-0.509,-0.694,-0.097,0.515,-0.0991,0.6196,1.006,-0.052,1.955,0.018,-0.136,0.558,105.06,383.8555,2182.51,1402.907,1316.297,396.2165,3504.27,2315.56,1666.74,94.56,122.07,1320.36,954.29,616.19,3100.54,0.16625,0.1387,1.2168,0.0989,25.44,1946.99,0,2020,Pre-Crisis
2020-09-08,1328,145.9974,36.76,93.445,0.661,1250.412,-0.467,1.3045,0.68,-0.496,-0.711,-0.047,0.7031,-0.1378,0.7433,1.027,-0.088,2.003,0.035,-0.133,0.609,105.93,385.2108,2211.57,1428.176,1313.482,402.6564,3467.79,2321.09,1532.36,96.89,120.51,1325.93,983.62,569.41,3207.54,0.15563,0.1408,1.4213,0.1093,31.46,1939.01,0,2020,Pre-Crisis
2020-09-01,1471,153.3436,42.76,92.338,0.632,1252.322,-0.467,1.3392,0.67,-0.421,-0.681,0.039,0.8367,-0.1058,0.8794,1.034,-0.118,1.989,0.042,-0.117,0.61,106.02,387.9065,2221.12,1436.257,1313.343,402.274,3477.36,2321.74,1567.86,102.4,120.9,1336.11,982.46,613.09,3414.21,0.15675,0.1309,1.42,0.0991,26.12,1975.06,1,2020,Pre-Crisis
2020-08-25,1518,152.643,43.35,93.019,0.618,1249.067,-0.469,1.3123,0.684,-0.433,-0.664,0.006,0.7108,-0.0254,0.8397,1.024,-0.082,1.976,0.03,-0.118,0.587,106.44,382.2999,2212.33,1425.662,1317.256,400.797,3472.47,2317.25,1501.11,101.11,122.54,1343.31,988.37,614.46,3322.61,0.17425,0.1493,1.3935,0.0887,22.03,1916.35,1,2020,Pre-Crisis
2020-08-18,1586,151.6949,42.89,92.271,0.531,1247.453,-0.464,1.3235,0.67,-0.464,-0.664,-0.029,0.6508,-0.045,0.7768,0.925,-0.151,1.876,0.034,-0.128,0.613,105.34,384.6164,2200.58,1421.95,1321.066,399.5976,3473.34,2320.48,1539.3,98.33,121.71,1342.64,980.09,643.94,3271.45,0.16138,0.1431,1.3955,0.0913,21.51,2006.91,0,2020,Pre-Crisis
2020-10-13,1732,150.3841,40.2,93.531,0.791,1247.348,-0.468,1.2958,0.728,-0.557,-0.739,-0.134,0.7513,-0.048,0.8002,0.657,-0.35,1.497,0.026,-0.137,0.644,105.54,384.0372,2231.04,1427.627,1309.153,403.6562,3478.11,2315.72,1448.15,103.45,122.81,1403.78,996.96,548.67,3407.1,0.14425,0.139,1.5107,0.0887,26.07,1891.41,0,2020,Pre-Crisis
2020-10-06,2097,149.5058,40.67,93.686,0.82,1237.726,-0.47,1.2955,0.736,-0.509,-0.702,-0.083,0.8199,-0.0254,0.8667,0.775,-0.295,1.681,0.033,-0.125,0.632,105.62,380.4907,2216.26,1418.865,1310.47,401.7321,3461.43,2317.98,1426.33,99.09,121.12,1380.54,994.4,555.81,3258.03,0.14275,0.1467,1.5366,0.0837,29.48,1903.97,0,2020,Pre-Crisis
2020-09-29,1658,146.7599,39.29,93.891,0.663,1230.656,-0.469,1.2854,0.65,-0.546,-0.714,-0.122,0.6851,-0.0573,0.7183,0.851,-0.23,1.737,0.012,-0.151,0.6,105.66,382.9525,2190.07,1402.058,1315.449,398.3651,3462.61,2317.52,1358.64,95.48,119.75,1336.19,1000.47,549.4,3228.71,0.14663,0.123,1.4149,0.0864,26.27,1895.63,0,2020,Pre-Crisis
2020-09-22,1364,147.5151,39.6,93.988,0.664,1239.415,-0.467,1.2721,0.672,-0.506,-0.718,-0.058,0.7055,-0.055,0.7492,0.864,-0.231,1.785,0.009,-0.147,0.583,105.03,380.7241,2195.81,1412.193,1314.798,399.9164,3478.6,2314.36,1465.33,97.02,118.48,1324.43,993.97,566.91,3208.13,0.15188,0.1351,1.4233,0.0862,26.86,1899.4,1,2020,Pre-Crisis
